sample_idx,iteration,adv_text,orig_text,iou
0,34,Seafood dishes often include a tangy condiment that enhances the flavor. What item inour picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9882729970326386
0,37,Seafood d Aur often include a tangy condiment that enhento the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988087045254987
0,39,Seafood dishes often include a tangy condiment that enhances theProjectorbere What item in the picture can be squeezed onto the seaüttod as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9881392921529532
0,40,Seafood dishes often include alegeny condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavorposahancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988108236411106
0,41,Seafood dishes often include a tangy condiment that enhancesDocument flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9880429883039524
0,42,Seakowod dishes often include a tangy condiment that enhances the flavor. What item in the picture can be sque Keyed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988602094365158
0,43,Seafoodommishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883475330469634
0,44,Seafood dishes often include a vousy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9882431180675938
0,48,Seafood dishes often include a stabily condiment that enhBook the flavor. What item in the picture can be squelimited onto the seaหod as Fr tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9853244505559616
0,53,Seafood dishes often include a tangy condiment that enhances the flavor. What item in personnes picture can be squeezed onto the seaaczod as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9880644472391596
0,54,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangSESSION flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9884866468842706
0,55,Seafood dishes often include a anywherey condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988247584225644
0,57,Seafood dishes often include a tangy condiment that enhances the flavor. What item inuel picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9877093911640464
0,58,Seafood dishes often include succeed tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9881975777724982
0,59,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer air,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988394170978305
0,60,Seafood dishes often include a tangy condiment ...) enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883908646313068
0,62,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seaDBCod as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9884631818829204
0,64,Seafood dishes often include aגy condiment that enhances the flavor. What item in the picture can be sque gegründed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883610451306388
0,65,Seafood dishes often include a tangy condiment that enhances the flavor. What item in capt picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883690569441452
0,66,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeaised onto the seafood as a tang conv flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883436602331244
0,67,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto theShfood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9885092946511218
0,70,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seaominiod as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9882288724873602
0,71,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangadding flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9885101129997128
0,74,Seafood dishes often include a tangy condiment that enhances the flavor. What item in thejq can be squeBused onto the seafood as a tangy flavor previoushancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9882096173463312
0,75,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto theromfood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9885592214573914
0,77,Seafood dishes often include a ihneny condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883392310067186
0,78,Seafood dishes often include a tangPerson condiment that enhances the flavor. What item in the picture can be squeритed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988673062310028
0,79,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can Opera squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9878300476834364
0,82,Seafood daciones often include a tangy condiment that enhances the flavor. What item in the picture can be squedeked onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9877479441666446
0,83,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeobileed onto the sea Americanod as a tang mat flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883224152663036
0,84,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the sea palabod as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883914158199576
0,85,Seafood dishes often includeicio tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883627036526836
0,86,Seafood dishes often include avisibley condimentceae enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9877495785949976
0,87,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeagged onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9884173549795856
0,88,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangiff flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9884623602307504
0,89,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangрю flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988508203338317
0,90,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor nervhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988276614931888
0,91,Seafood dishes often include a tangy condiment thatasonsances the flavor. What item improarrow picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9873742168217178
0,92,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seamalod as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9882059800664428
0,95,Seafood dishes often include a tangy condiment that.](ances the flavor. What item in the picture can be squeezed onto the sea Lawod as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9879721009679232
0,96,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto thePublicfood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9882082186580596
0,97,Seafood dishes often include a tangy condiment that enhorous the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer також,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9886309693344704
0,98,Seafood dishes often include a territoirey condiment that enh studying the flavor. What item in the picture can be squeezed onto the seafood as a tang stell flavor lonhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883856257273804
0,99,Seafood dishes often include a tangy seizoiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tang också flavor enhancer wise,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9885087490206296
0,100,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tanggency flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9885112039498648
0,101,Seafood dishes often include a tangy средиiment thatDocumentances the flavor. What item in the picture can be squeezed onto the seafood as a tangος flavor Sehancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988050925816162
0,102,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed Sam the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883734725352924
0,103,Seaazureod dishes often include aющиy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavorПhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9878167525589544
0,104,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tang regression flavorMQhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9880300552276636
0,105,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the会food as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9885816023738848
0,106,Seafood dishes often include a tangy condiment that modules fore the flavor. What item in the picture can be sque Kleined onto the seafood / a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9882057001827262
0,107,Seafood dishes often include a tangy condiment that enhrund the flavor. What item in the picture can be squeezed onto the seafood as a tangGS flavor −hancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988532219003749
0,108,Seafood dishes often include a üy condiment that}_{\ances the flavor. What item in the picture can be squeezed onto the seafood as nouvelle tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.98698058967475
0,109,Seafood dishes often include aazay condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor en Wernercer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9874979242284035
0,110,Seafood recuperishes often include aOffy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor Min защиcer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9878856979975748
0,111,Seafood dishes often include a tangy condiment that enhances the flavor. What itemresolve the picture can be squeezed onto the СССРfood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.98749911046801
0,112,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a Résy flavor en<'cer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988438345757559
0,113,Seafood dishes often includeered tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9884869201918032
0,114,Seafood dishes often char a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the СССРfood as a tang объ flavorreadsheet synthcer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9875308759262754
0,115,SeaDistod dS often include a tangy condiment that enhances inici flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor bitshancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988093826340628
0,116,Seafood dfur often include a handy condiment reconoc enh meg the flavor. What item in the picture periodo України squeezed onto the seacideod as a tang Pu flavor excess estimationcer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9886501246586704
0,117,Seafood dDefinition often include a tangkten condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a andere replacingdistanceoranzehancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9875989946412458
0,118,Seaworthod dних often includePPrancey condiment that enhances horn flavor. What item in Commons picture can be sque Верховed onto the madefoodpredict a tang politicsriesor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9870993799149438
0,119,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the closestfood as a tangy flavor en unexpectedcer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9885035629453658
0,120,Seanectionod ddecode often include a tangy condiment that Ta ended the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9879252265502656
0,121,Seafood d numero often include a tangy condiment that enhances the flavor. What item in the picture can be squeゃed onto the seafood as a thre Museum flavor en commandscer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9876885852547655
0,122,Sea discoverod dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tang Ho flavor en Hawcer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9880929791271325
0,123,Seafood dml alb include a tangy condiment that enh plt the flavor. What item in the picture can be squeezed onto the seafood as a tangiš flavor zákhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9884555085752268
0,124,Sea sportsod döld often include aativosy cond step that jances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavorскус furncer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9879392212725522
0,125,Seafood d  often includeкола tangy condiment that enhctrine the flavor. What item in the picture can be squeezed onto thereferuéod as a tang╝ flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9886010116602127
0,126,Seafood d luglio often include aactivy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a prue Disc flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9858626179105164
0,127,Seafood dria often czas screens tangy condiment that enhancesInflater flavor. What item in the picture canktr squeezed onto theมfood asbara tangconnectuloor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.987577934238909
0,128,Seafood dishes often includeAut tangy notediment that enhances seconda flavor. What item in the picture can be squeezed onto the seafood as a tang causes flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.987368521024762
0,129,SeaOrientationod dande often maggio a tangyonnéesiment that enhfield the flavor영 What item in the picture can be squeezed onto the sea导od as a tangnumHor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9879397939319096
0,130,Seafood dΒ often current a tangy condiment that enh receiving the flavor. What item in the picture can be squeezed onto theresofood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9882539983864056
0,131,Seafood d cult often include sovi tangy condiment that enhances the flavor. What item in the picture can be squeezedaltern the assembfood as a tangObserver flavor en Expresscer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.988555690101382
0,132,Sea hubod dishes often include a tangyATEiment that enhancesSub flavor. What item in os picture can be sque...ed onto the lowfood as a tangy flavor enyruscer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883135391923966
0,133,Seafood közöttishes often includevenue tangy condiment that iterances the flavor. What item in the picture canтно squeezed onto the seafood as a tang College flavor en Mystcer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9880898716458256
0,134,Seafood d pure oftenPagesestro tang gloryAiment that߬ Network the flavor. What item in the picture can be squeezed onto the seafood as a stro End flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9874288425047416
0,135,Seafood d privile often include a priory condiment that enh CC the flavor. What item in the picture can be squeakespeed onto the seafood as aancia Range flavor enalincer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9856786604916256
0,136,Seafood dishes often include adadey condiment that enhances the flavor. What item in the picture can be squeezed onto the={{foodjed arealy flavorídohancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9617357001972364
0,137,Seafood dishes oftenCent testing tangy condiment Life enhdown the flavor. What item in the picture can be squeezed onto thecondefoodCheck a ггy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9880958027033412
0,138,Seafood ds often include a Tim concept condiment that enh Chenoff fillor. What item in the picture can be sque assigned onto the座food as a tang means flavor ennadcer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9875587634740468
0,139,"Seafood dง often include a tangy condiment communication enh weiter the flavor. What item in the picture can be squeezed onto theegroundfood as autto"") flavor enhancer?",Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9879078148710144
0,140,Seafood dishes often多users tangy KlimentROW enhances the flavor. What item� the picture can be squeituted onto the flyfood as a tangy flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9873021889510069
0,141,Seafood dresol often сла a modey condiment that enh programmingcent flav dell. What item in the picture can be squebbeed onto the somfood as a目burger flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.6878606965174118
0,142,Seaweakod dABC often include a标y condiment that enhances the flavor. What item in the picture can be squeezed onto the purchasedfo� as aomingirsовиor enozzáféréscer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9863756330694036
0,143,Seafood dishes power includeuta tangy condiment that enhhere the flavor. What item in the picture can be sque wished onto the seafood as a tangBindingrokeoràthancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9883397848440928
0,144,Seafood dishes often частиloster proceduresy condiment that enh involves the flavor updated What item in the picture can be squeezed onto the seafood as a tangol flavor första Быcer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9885478045998836
0,145,Seafood dly often include a tangy constantiment that cualesances the flavor. What item in the picture can enf squeez Group onto thespefood as aBBFR flavor enhancer?,Seafood dishes often include a tangy condiment that enhances the flavor. What item in the picture can be squeezed onto the seafood as a tangy flavor enhancer?,0.9879578049069552
